ID,LIMIT_BAL,PAY_0
8204,20000.0,0
8205,150000.0,0
8206,240000.0,0
8207,50000.0,0
8208,50000.0,0
8209,270000.0,-1
8210,20000.0,0
8211,300000.0,-2
8212,390000.0,0
8213,110000.0,0
8214,90000.0,0
8215,300000.0,-2
8216,450000.0,2
8217,20000.0,0
8218,500000.0,1
8219,30000.0,0
8220,50000.0,0
8221,140000.0,-1
8222,10000.0,3
8223,120000.0,-2
8224,30000.0,4
8225,30000.0,1
8226,20000.0,1
8227,10000.0,-1
8228,110000.0,0
8229,280000.0,-1
8230,500000.0,0
8231,50000.0,4
8232,230000.0,-1
8233,50000.0,-1
8234,120000.0,0
8235,30000.0,0
8236,330000.0,0
8237,360000.0,-1
8238,40000.0,0
8239,110000.0,2
8240,40000.0,-2
8241,70000.0,1
8242,100000.0,2
8243,210000.0,1
8244,360000.0,-1
8245,260000.0,0
8246,200000.0,-2
8247,160000.0,-1
8248,420000.0,0
8249,140000.0,1
8250,180000.0,0
8251,150000.0,2
8252,30000.0,0
8253,500000.0,0
8254,240000.0,0
8255,30000.0,0
8256,80000.0,0
8257,80000.0,-2
8258,310000.0,1
8259,180000.0,0
8260,60000.0,0
8261,170000.0,-1
8262,180000.0,0
8263,180000.0,0
8264,350000.0,-1
8265,360000.0,0
8266,140000.0,0
8267,310000.0,-1
8268,30000.0,0
8269,200000.0,-1
8270,120000.0,2
8271,260000.0,0
8272,60000.0,0
8273,50000.0,0
8274,80000.0,0
8275,60000.0,1
8276,200000.0,1
8277,140000.0,1
8278,30000.0,0
8279,110000.0,0
8280,90000.0,-1
8281,40000.0,1
8282,110000.0,-1
8283,640000.0,0
8284,20000.0,0
8285,50000.0,0
8286,30000.0,-1
8287,140000.0,0
8288,70000.0,1
8289,80000.0,0
8290,100000.0,-2
8291,180000.0,0
8292,50000.0,0
8293,170000.0,-1
8294,50000.0,2
8295,140000.0,0
8296,100000.0,2
8297,10000.0,0
8298,50000.0,1
8299,30000.0,0
8300,80000.0,0
8301,290000.0,0
8302,110000.0,0
8303,30000.0,1
8304,70000.0,0
8305,300000.0,0
8306,30000.0,0
8307,200000.0,-2
8308,130000.0,0
8309,80000.0,-2
8310,50000.0,0
8311,310000.0,0
8312,160000.0,-2
8313,240000.0,0
8314,100000.0,0
8315,200000.0,0
8316,50000.0,0
8317,320000.0,0
8318,60000.0,0
8319,60000.0,0
8320,50000.0,0
8321,360000.0,1
8322,60000.0,0
8323,210000.0,0
8324,20000.0,2
8325,100000.0,-1
8326,200000.0,0
8327,180000.0,-2
8328,70000.0,0
8329,170000.0,0
8330,80000.0,0
8331,400000.0,-1
8332,140000.0,0
8333,60000.0,0
8334,360000.0,0
8335,240000.0,0
8336,80000.0,1
8337,270000.0,0
8338,30000.0,2
8339,480000.0,-2
8340,160000.0,-1
8341,180000.0,2
8342,300000.0,1
8343,200000.0,0
8344,50000.0,0
8345,320000.0,-1
8346,30000.0,2
8347,500000.0,-2
8348,360000.0,0
8349,50000.0,0
8350,80000.0,0
8351,10000.0,0
8352,280000.0,0
8353,300000.0,-1
8354,280000.0,0
8355,170000.0,0
8356,260000.0,0
8357,360000.0,1
8358,360000.0,-1
8359,200000.0,0
8360,50000.0,0
8361,130000.0,1
8362,20000.0,0
8363,50000.0,0
8364,190000.0,-1
8365,140000.0,-1
8366,70000.0,0
8367,150000.0,0
8368,140000.0,0
8369,50000.0,2
8370,350000.0,-1
8371,80000.0,3
8372,400000.0,1
8373,170000.0,0
8374,20000.0,1
8375,450000.0,-1
8376,200000.0,1
8377,200000.0,-1
8378,100000.0,1
8379,60000.0,-1
8380,230000.0,0
8381,230000.0,0
8382,60000.0,-1
8383,160000.0,1
8384,310000.0,-1
8385,430000.0,-1
8386,240000.0,1
8387,60000.0,0
8388,30000.0,0
8389,180000.0,-1
8390,20000.0,1
8391,30000.0,2
8392,320000.0,-2
8393,500000.0,-1
8394,170000.0,-2
8395,20000.0,0
8396,360000.0,0
8397,90000.0,0
8398,100000.0,-1
8399,100000.0,1
8400,170000.0,-2
8401,100000.0,2
8402,20000.0,-1
8403,220000.0,-1
8404,470000.0,-2
8405,100000.0,0
8406,10000.0,-1
8407,230000.0,-1
8408,50000.0,2
8409,50000.0,0
8410,120000.0,0
8411,160000.0,-1
8412,120000.0,-1
8413,30000.0,0
8414,180000.0,-2
8415,30000.0,0
8416,200000.0,-1
8417,10000.0,0
8418,230000.0,0
8419,200000.0,0
8420,110000.0,0
8421,50000.0,0
8422,50000.0,0
8423,220000.0,-2
8424,500000.0,-1
8425,140000.0,0
8426,50000.0,2
8427,50000.0,0
8428,150000.0,0
8429,150000.0,1
8430,240000.0,0
8431,180000.0,2
8432,240000.0,-1
8433,150000.0,0
8434,260000.0,-1
8435,160000.0,-1
8436,290000.0,0
8437,240000.0,0
8438,50000.0,1
8439,170000.0,-1
8440,130000.0,0
8441,80000.0,1
8442,30000.0,0
8443,100000.0,0
8444,10000.0,2
8445,320000.0,-2
8446,50000.0,0
8447,80000.0,1
8448,70000.0,0
8449,700000.0,0
8450,360000.0,-1
8451,380000.0,0
8452,50000.0,0
8453,20000.0,1
8454,350000.0,0
8455,80000.0,1
8456,150000.0,2
8457,300000.0,0
8458,400000.0,0
8459,250000.0,0
8460,50000.0,0
8461,230000.0,-1
8462,100000.0,0
8463,380000.0,-1
8464,260000.0,0
8465,470000.0,0
8466,80000.0,-1
8467,140000.0,0
8468,140000.0,2
8469,50000.0,2
8470,180000.0,0
8471,30000.0,4
8472,30000.0,2
8473,50000.0,0
8474,250000.0,1
8475,310000.0,0
8476,360000.0,1
8477,50000.0,0
8478,480000.0,0
8479,50000.0,-1
8480,160000.0,1
8481,140000.0,0
8482,310000.0,-1
8483,30000.0,-1
8484,40000.0,1
8485,80000.0,0
8486,30000.0,0
8487,200000.0,-2
8488,270000.0,2
8489,180000.0,0
8490,180000.0,-1
8491,10000.0,0
8492,120000.0,-1
8493,30000.0,2
8494,300000.0,1
8495,50000.0,2
8496,150000.0,-2
8497,300000.0,-1
8498,50000.0,0
8499,10000.0,0
8500,260000.0,-1
8501,400000.0,-1
8502,50000.0,0
8503,50000.0,2
8504,280000.0,-1
8505,10000.0,0
8506,80000.0,1
8507,150000.0,-1
8508,20000.0,4
8509,50000.0,1
8510,170000.0,1
8511,130000.0,0
8512,50000.0,-1
8513,50000.0,1
8514,180000.0,0
8515,20000.0,0
8516,410000.0,0
8517,50000.0,0
8518,270000.0,-2
8519,80000.0,-1
8520,140000.0,0
8521,60000.0,2
8522,180000.0,2
8523,320000.0,-2
8524,40000.0,3
8525,380000.0,-1
8526,150000.0,1
8527,110000.0,0
8528,110000.0,0
8529,100000.0,0
8530,240000.0,-1
8531,50000.0,0
8532,50000.0,0
8533,200000.0,1
8534,80000.0,2
8535,40000.0,2
8536,250000.0,1
8537,230000.0,0
8538,30000.0,2
8539,80000.0,0
8540,100000.0,-1
8541,230000.0,0
8542,490000.0,-1
8543,30000.0,2
8544,40000.0,0
8545,450000.0,-2
8546,50000.0,2
8547,20000.0,1
8548,260000.0,0
8549,10000.0,-1
8550,500000.0,-2
8551,70000.0,0
8552,100000.0,-2
8553,50000.0,-2
8554,400000.0,-2
8555,270000.0,-1
8556,260000.0,0
8557,250000.0,0
8558,360000.0,-1
8559,230000.0,0
8560,110000.0,0
8561,50000.0,-1
8562,80000.0,0
8563,10000.0,0
8564,20000.0,1
8565,200000.0,-1
8566,180000.0,0
8567,120000.0,0
8568,80000.0,0
8569,220000.0,-1
8570,360000.0,-1
8571,50000.0,0
8572,150000.0,-1
8573,70000.0,0
8574,20000.0,1
8575,150000.0,1
8576,40000.0,1
8577,170000.0,0
8578,220000.0,2
8579,110000.0,0
8580,30000.0,0
8581,230000.0,0
8582,270000.0,-2
8583,360000.0,2
8584,180000.0,0
8585,360000.0,1
8586,280000.0,0
8587,170000.0,0
8588,50000.0,0
8589,160000.0,-1
8590,160000.0,-2
8591,160000.0,0
8592,50000.0,2
8593,50000.0,2
8594,180000.0,0
8595,210000.0,-2
8596,20000.0,1
8597,570000.0,-1
8598,280000.0,-1
8599,50000.0,1
8600,20000.0,1
8601,30000.0,-1
8602,240000.0,0
8603,30000.0,2
8604,90000.0,0
8605,60000.0,0
8606,500000.0,0
8607,70000.0,0
8608,140000.0,2
8609,30000.0,3
8610,140000.0,0
8611,290000.0,-2
8612,360000.0,-2
8613,30000.0,0
8614,170000.0,-1
8615,290000.0,-1
8616,270000.0,1
8617,200000.0,-1
8618,140000.0,-1
8619,230000.0,-2
8620,80000.0,0
8621,350000.0,0
8622,50000.0,0
8623,50000.0,0
8624,390000.0,1
8625,80000.0,1
8626,150000.0,-2
8627,10000.0,0
8628,100000.0,1
8629,310000.0,0
8630,80000.0,0
8631,40000.0,-1
8632,180000.0,-2
8633,100000.0,1
8634,140000.0,-2
8635,230000.0,-1
8636,20000.0,1
8637,90000.0,0
8638,50000.0,0
8639,50000.0,0
8640,50000.0,0
8641,200000.0,-1
8642,20000.0,1
8643,400000.0,0
8644,20000.0,0
8645,40000.0,1
8646,240000.0,0
8647,240000.0,-1
8648,80000.0,0
8649,180000.0,0
8650,20000.0,0
8651,20000.0,0
8652,20000.0,-1
8653,360000.0,-1
8654,130000.0,-1
8655,30000.0,2
8656,110000.0,1
8657,30000.0,6
8658,80000.0,0
8659,350000.0,0
8660,50000.0,1
8661,110000.0,0
8662,180000.0,-1
8663,440000.0,0
8664,100000.0,0
8665,200000.0,-2
8666,140000.0,0
8667,230000.0,1
8668,10000.0,-2
8669,280000.0,0
8670,310000.0,-2
8671,260000.0,0
8672,270000.0,-1
8673,50000.0,0
8674,450000.0,-1
8675,190000.0,1
8676,290000.0,0
8677,480000.0,-1
8678,360000.0,0
8679,380000.0,-1
8680,20000.0,0
8681,50000.0,0
8682,450000.0,0
8683,50000.0,2
8684,380000.0,0
8685,150000.0,-2
8686,50000.0,0
8687,150000.0,1
8688,50000.0,0
8689,50000.0,0
8690,230000.0,-1
8691,310000.0,-1
8692,310000.0,-1
8693,50000.0,0
8694,240000.0,1
8695,400000.0,-1
8696,90000.0,0
8697,50000.0,2
8698,250000.0,0
8699,200000.0,0
8700,10000.0,0
8701,310000.0,0
8702,340000.0,1
8703,220000.0,0
8704,500000.0,0
8705,80000.0,0
8706,200000.0,0
8707,270000.0,-2
8708,100000.0,2
8709,100000.0,1
8710,50000.0,-2
8711,260000.0,1
8712,100000.0,-1
8713,240000.0,-1
8714,50000.0,0
8715,50000.0,0
8716,200000.0,0
8717,150000.0,2
8718,150000.0,0
8719,50000.0,0
8720,100000.0,0
8721,30000.0,1
8722,350000.0,0
8723,50000.0,0
8724,50000.0,2
8725,250000.0,-1
8726,300000.0,-1
8727,80000.0,-1
8728,30000.0,1
8729,370000.0,-1
8730,50000.0,0
8731,30000.0,0
8732,200000.0,0
8733,230000.0,1
8734,290000.0,0
8735,100000.0,-2
8736,80000.0,1
8737,90000.0,0
8738,90000.0,0
8739,80000.0,0
8740,260000.0,-1
8741,210000.0,0
8742,80000.0,2
8743,170000.0,0
8744,240000.0,0
8745,150000.0,1
8746,220000.0,-1
8747,80000.0,0
8748,160000.0,-2
8749,140000.0,0
8750,130000.0,-2
8751,280000.0,0
8752,200000.0,-1
8753,50000.0,0
8754,150000.0,0
8755,210000.0,0
8756,190000.0,1
8757,140000.0,0
8758,160000.0,-1
8759,180000.0,0
8760,20000.0,0
8761,50000.0,0
8762,150000.0,1
8763,210000.0,0
8764,500000.0,-1
8765,70000.0,0
8766,100000.0,-1
8767,20000.0,0
8768,20000.0,0
8769,50000.0,2
8770,340000.0,1
8771,130000.0,0
8772,320000.0,0
8773,220000.0,7
8774,50000.0,0
8775,150000.0,0
8776,500000.0,-1
8777,220000.0,-1
8778,70000.0,-1
8779,70000.0,0
8780,360000.0,-2
8781,100000.0,2
8782,360000.0,1
8783,210000.0,0
8784,50000.0,0
8785,50000.0,0
8786,400000.0,0
8787,290000.0,0
8788,320000.0,0
8789,20000.0,2
8790,500000.0,0
8791,290000.0,0
8792,50000.0,0
8793,50000.0,0
8794,390000.0,-1
8795,90000.0,-1
8796,50000.0,0
8797,230000.0,0
8798,70000.0,2
8799,360000.0,0
8800,300000.0,-1
8801,50000.0,0
8802,80000.0,1
8803,10000.0,2
8804,10000.0,0
8805,140000.0,-1
8806,100000.0,0
8807,30000.0,0
8808,280000.0,-1
8809,80000.0,1
8810,30000.0,0
8811,390000.0,1
8812,10000.0,-1
8813,70000.0,-1
8814,160000.0,-1
8815,80000.0,1
8816,30000.0,0
8817,200000.0,-1
8818,60000.0,-1
8819,220000.0,0
8820,30000.0,0
8821,60000.0,0
8822,30000.0,3
8823,180000.0,0
8824,430000.0,-1
8825,190000.0,-2
8826,20000.0,0
8827,150000.0,-2
8828,140000.0,0
8829,200000.0,-1
8830,240000.0,-2
8831,50000.0,2
8832,50000.0,0
8833,470000.0,0
8834,90000.0,2
8835,420000.0,1
8836,430000.0,-2
8837,150000.0,-2
8838,450000.0,-1
8839,220000.0,1
8840,150000.0,0
8841,120000.0,-1
8842,80000.0,-2
8843,230000.0,1
8844,40000.0,1
8845,300000.0,1
8846,360000.0,-1
8847,50000.0,2
8848,200000.0,-1
8849,170000.0,0
8850,100000.0,0
8851,20000.0,0
8852,20000.0,-1
8853,210000.0,-1
8854,50000.0,0
8855,50000.0,0
8856,120000.0,0
8857,80000.0,2
8858,190000.0,1
8859,180000.0,1
8860,180000.0,-1
8861,110000.0,0
8862,220000.0,-1
8863,80000.0,0
8864,200000.0,-2
8865,60000.0,0
8866,500000.0,1
8867,300000.0,0
8868,150000.0,2
8869,90000.0,1
8870,240000.0,-1
8871,190000.0,0
8872,80000.0,1
8873,500000.0,0
8874,360000.0,-2
8875,60000.0,0
8876,140000.0,-1
8877,50000.0,0
8878,30000.0,1
8879,150000.0,0
8880,180000.0,-2
8881,660000.0,0
8882,210000.0,1
8883,230000.0,0
8884,100000.0,1
8885,50000.0,0
8886,340000.0,0
8887,70000.0,1
8888,220000.0,0
8889,170000.0,-1
8890,280000.0,-2
8891,370000.0,0
8892,450000.0,-1
8893,130000.0,0
8894,400000.0,1
8895,90000.0,0
8896,450000.0,-1
8897,130000.0,0
8898,20000.0,-1
8899,50000.0,2
8900,200000.0,0
8901,150000.0,-1
8902,250000.0,-1
8903,270000.0,-1
8904,260000.0,0
8905,110000.0,0
8906,50000.0,2
8907,200000.0,-1
8908,60000.0,0
8909,200000.0,1
8910,50000.0,-1
8911,70000.0,3
8912,50000.0,0
8913,230000.0,0
8914,20000.0,-1
8915,330000.0,0
8916,50000.0,0
8917,460000.0,-1
8918,30000.0,0
8919,200000.0,0
8920,50000.0,2
8921,50000.0,0
8922,200000.0,-1
8923,360000.0,0
8924,230000.0,-1
8925,200000.0,0
8926,20000.0,0
8927,200000.0,0
8928,30000.0,-2
8929,360000.0,0
8930,10000.0,2
8931,180000.0,0
8932,270000.0,-2
8933,240000.0,1
8934,280000.0,0
8935,330000.0,-1
8936,200000.0,-2
8937,100000.0,2
8938,170000.0,2
8939,210000.0,0
8940,100000.0,0
8941,200000.0,0
8942,230000.0,0
8943,90000.0,0
8944,170000.0,0
8945,100000.0,2
8946,20000.0,0
8947,50000.0,0
8948,180000.0,-2
8949,60000.0,0
8950,80000.0,0
8951,350000.0,-2
8952,20000.0,1
8953,160000.0,-1
8954,150000.0,1
8955,150000.0,0
8956,50000.0,0
8957,500000.0,-1
8958,480000.0,-1
8959,340000.0,0
8960,180000.0,1
8961,50000.0,0
8962,360000.0,0
8963,350000.0,0
8964,180000.0,-1
8965,50000.0,0
8966,70000.0,-1
8967,40000.0,2
8968,270000.0,-1
8969,70000.0,0
8970,280000.0,-2
8971,260000.0,0
8972,20000.0,0
8973,80000.0,0
8974,20000.0,1
8975,290000.0,2
8976,180000.0,0
8977,250000.0,-1
8978,230000.0,0
8979,240000.0,0
8980,190000.0,0
8981,200000.0,-1
8982,30000.0,0
8983,180000.0,0
8984,210000.0,-1
8985,30000.0,-1
8986,60000.0,0
8987,200000.0,-1
8988,150000.0,0
8989,130000.0,-1
8990,210000.0,0
8991,140000.0,-1
8992,80000.0,1
8993,240000.0,-1
8994,50000.0,0
8995,50000.0,0
8996,160000.0,-1
8997,260000.0,-1
8998,80000.0,8
8999,100000.0,-1
9000,280000.0,1
9001,50000.0,0
9002,260000.0,-1
9003,30000.0,0
9004,30000.0,1
9005,130000.0,2
9006,50000.0,0
9007,150000.0,2
9008,200000.0,-2
9009,560000.0,1
9010,20000.0,-1
9011,270000.0,-1
9012,300000.0,2
9013,100000.0,1
9014,20000.0,0
9015,20000.0,0
9016,70000.0,0
9017,60000.0,2
9018,180000.0,2
9019,360000.0,-1
9020,200000.0,2
9021,170000.0,0
9022,170000.0,-2
9023,60000.0,1
9024,30000.0,1
9025,140000.0,0
9026,20000.0,0
9027,20000.0,0
9028,520000.0,-1
9029,30000.0,0
9030,70000.0,1
9031,80000.0,0
9032,50000.0,1
9033,170000.0,0
9034,160000.0,2
9035,360000.0,1
9036,420000.0,-1
9037,30000.0,0
9038,60000.0,1
9039,160000.0,0
9040,170000.0,-2
9041,20000.0,1
9042,290000.0,-2
9043,340000.0,-2
9044,60000.0,1
9045,500000.0,-1
9046,230000.0,0
9047,30000.0,0
9048,20000.0,1
9049,140000.0,-1
9050,500000.0,0
9051,120000.0,1
9052,70000.0,0
9053,280000.0,-1
9054,130000.0,-1
9055,70000.0,0
9056,340000.0,-1
9057,210000.0,-1
9058,80000.0,-1
9059,120000.0,-1
9060,100000.0,0
9061,20000.0,0
9062,220000.0,2
9063,70000.0,2
9064,20000.0,0
9065,100000.0,0
9066,110000.0,0
9067,80000.0,2
9068,30000.0,1
9069,30000.0,0
9070,60000.0,0
9071,50000.0,0
9072,260000.0,0
9073,500000.0,0
9074,110000.0,-1
9075,30000.0,2
9076,180000.0,-1
9077,170000.0,1
9078,320000.0,-1
9079,10000.0,0
9080,50000.0,1
9081,170000.0,1
9082,120000.0,0
9083,30000.0,1
9084,160000.0,0
9085,50000.0,2
9086,30000.0,0
9087,50000.0,0
9088,240000.0,1
9089,50000.0,0
9090,180000.0,4
9091,500000.0,0
9092,240000.0,0
9093,50000.0,0
9094,50000.0,2
9095,220000.0,0
9096,200000.0,1
9097,230000.0,-1
9098,20000.0,0
9099,130000.0,2
9100,100000.0,0
9101,20000.0,0
9102,50000.0,0
9103,140000.0,2
9104,90000.0,0
9105,290000.0,1
9106,180000.0,0
9107,200000.0,1
9108,110000.0,2
9109,50000.0,0
9110,290000.0,-2
9111,380000.0,2
9112,480000.0,0
9113,30000.0,0
9114,380000.0,0
9115,340000.0,0
9116,30000.0,0
9117,200000.0,-1
9118,360000.0,0
9119,160000.0,-1
9120,50000.0,1
9121,200000.0,-2
9122,60000.0,0
9123,80000.0,-1
9124,100000.0,2
9125,330000.0,-2
9126,500000.0,-2
9127,180000.0,0
9128,200000.0,0
9129,420000.0,0
9130,110000.0,0
9131,50000.0,2
9132,130000.0,0
9133,250000.0,0
9134,50000.0,-1
9135,260000.0,0
9136,240000.0,0
9137,300000.0,0
9138,200000.0,-1
9139,600000.0,-1
9140,130000.0,0
9141,150000.0,-2
9142,200000.0,-2
9143,80000.0,1
9144,60000.0,0
9145,360000.0,1
9146,110000.0,0
9147,70000.0,3
9148,50000.0,1
9149,10000.0,0
9150,120000.0,0
9151,220000.0,-1
9152,440000.0,-1
9153,50000.0,-1
9154,210000.0,0
9155,490000.0,0
9156,160000.0,-1
9157,180000.0,0
9158,330000.0,0
9159,20000.0,0
9160,120000.0,0
9161,360000.0,-2
9162,440000.0,0
9163,70000.0,0
9164,230000.0,1
9165,30000.0,2
9166,260000.0,0
9167,30000.0,2
9168,20000.0,-1
9169,70000.0,0
9170,90000.0,0
9171,70000.0,2
9172,30000.0,1
9173,270000.0,0
9174,30000.0,0
9175,410000.0,-2
9176,240000.0,0
9177,30000.0,0
9178,110000.0,0
9179,20000.0,0
9180,500000.0,-2
9181,240000.0,0
9182,140000.0,0
9183,50000.0,0
9184,130000.0,0
9185,50000.0,0
9186,260000.0,-1
9187,100000.0,-1
9188,30000.0,2
9189,60000.0,-1
9190,20000.0,0
9191,60000.0,3
9192,350000.0,2
9193,130000.0,2
9194,390000.0,2
9195,460000.0,2
9196,30000.0,0
9197,170000.0,-1
9198,20000.0,3
9199,260000.0,0
9200,190000.0,0
9201,480000.0,0
9202,60000.0,0
9203,260000.0,0
9204,50000.0,-2
9205,160000.0,0
9206,280000.0,-1
9207,290000.0,0
9208,240000.0,-1
9209,20000.0,0
9210,230000.0,-1
9211,120000.0,0
9212,400000.0,-2
9213,80000.0,1
9214,200000.0,0
9215,20000.0,1
9216,100000.0,-1
9217,150000.0,-1
9218,180000.0,0
9219,500000.0,-1
9220,360000.0,-1
9221,320000.0,-1
9222,220000.0,1
9223,50000.0,1
9224,310000.0,-2
9225,50000.0,0
9226,160000.0,0
9227,280000.0,-1
9228,20000.0,4
9229,60000.0,-1
9230,390000.0,0
9231,50000.0,1
9232,450000.0,-1
9233,180000.0,0
9234,140000.0,2
9235,40000.0,1
9236,80000.0,0
9237,240000.0,-1
9238,80000.0,0
9239,360000.0,0
9240,300000.0,-1
9241,390000.0,-2
9242,320000.0,-1
9243,220000.0,0
9244,340000.0,0
9245,90000.0,1
9246,130000.0,0
9247,160000.0,2
9248,280000.0,-2
9249,310000.0,-1
9250,130000.0,0
9251,180000.0,0
9252,30000.0,1
9253,170000.0,-1
9254,240000.0,-1
9255,70000.0,0
9256,110000.0,1
9257,20000.0,1
9258,210000.0,-1
9259,20000.0,0
9260,360000.0,-1
9261,80000.0,0
9262,170000.0,0
9263,70000.0,0
9264,110000.0,0
9265,10000.0,0
9266,60000.0,0
9267,220000.0,0
9268,50000.0,0
9269,50000.0,0
9270,70000.0,0
9271,180000.0,0
9272,60000.0,2
9273,100000.0,2
9274,500000.0,0
9275,50000.0,0
9276,340000.0,-1
9277,450000.0,-1
9278,160000.0,-1
9279,180000.0,0
9280,50000.0,1
9281,500000.0,1
9282,80000.0,-1
9283,280000.0,-1
9284,240000.0,2
9285,20000.0,0
9286,50000.0,0
9287,100000.0,2
9288,80000.0,1
9289,150000.0,-1
9290,220000.0,1
9291,270000.0,0
9292,230000.0,0
9293,140000.0,0
9294,180000.0,-1
9295,140000.0,1
9296,30000.0,0
9297,80000.0,0
9298,140000.0,0
9299,20000.0,0
9300,360000.0,-1
9301,130000.0,-2
9302,70000.0,1
9303,300000.0,-1
9304,500000.0,-2
9305,20000.0,0
9306,140000.0,-1
9307,400000.0,1
9308,30000.0,0
9309,50000.0,2
9310,380000.0,0
9311,360000.0,-2
9312,620000.0,-1
9313,200000.0,0
9314,20000.0,-1
9315,170000.0,-1
9316,250000.0,0
9317,120000.0,1
9318,150000.0,0
9319,200000.0,2
9320,200000.0,0
9321,180000.0,0
9322,500000.0,0
9323,20000.0,0
9324,500000.0,0
9325,80000.0,-1
9326,80000.0,0
9327,360000.0,0
9328,230000.0,-1
9329,70000.0,3
9330,20000.0,-2
9331,250000.0,0
9332,400000.0,0
9333,420000.0,-1
9334,320000.0,0
9335,30000.0,0
9336,470000.0,0
9337,70000.0,1
9338,70000.0,-1
9339,30000.0,0
9340,30000.0,1
9341,30000.0,2
9342,70000.0,0
9343,20000.0,0
9344,210000.0,2
9345,170000.0,-1
9346,300000.0,-1
9347,10000.0,0
9348,50000.0,-2
9349,200000.0,1
9350,220000.0,-1
9351,400000.0,-1
9352,260000.0,-1
9353,10000.0,0
9354,140000.0,0
9355,50000.0,0
9356,330000.0,0
9357,130000.0,-2
9358,360000.0,-2
9359,450000.0,-1
9360,500000.0,-1
9361,240000.0,-1
9362,60000.0,1
9363,340000.0,0
9364,500000.0,-1
9365,270000.0,0
9366,50000.0,0
9367,20000.0,0
9368,130000.0,-1
9369,200000.0,0
9370,360000.0,0
9371,90000.0,0
9372,200000.0,-1
9373,80000.0,-1
9374,30000.0,1
9375,50000.0,0
9376,50000.0,0
9377,450000.0,-1
9378,130000.0,0
9379,350000.0,0
9380,20000.0,-2
9381,170000.0,0
9382,240000.0,1
9383,130000.0,0
9384,360000.0,1
9385,10000.0,1
9386,10000.0,2
9387,200000.0,-1
9388,150000.0,0
9389,50000.0,0
9390,40000.0,1
9391,400000.0,-2
9392,80000.0,-1
9393,50000.0,-1
9394,170000.0,0
9395,190000.0,0
9396,20000.0,0
9397,30000.0,1
9398,20000.0,0
9399,390000.0,0
9400,100000.0,0
9401,50000.0,0
9402,120000.0,0
9403,80000.0,-1
9404,340000.0,0
9405,110000.0,0
9406,90000.0,-1
9407,10000.0,0
9408,160000.0,-2
9409,170000.0,1
9410,440000.0,-2
9411,310000.0,0
9412,110000.0,0
9413,50000.0,1
9414,100000.0,2
9415,350000.0,0
9416,310000.0,1
9417,120000.0,0
9418,50000.0,1
9419,300000.0,1
9420,130000.0,2
9421,260000.0,-1
9422,490000.0,-2
9423,500000.0,-1
9424,30000.0,-2
9425,60000.0,0
9426,140000.0,0
9427,180000.0,0
9428,20000.0,0
9429,50000.0,0
9430,400000.0,2
9431,20000.0,1
9432,430000.0,-1
9433,400000.0,-2
9434,200000.0,-1
9435,10000.0,-1
9436,80000.0,2
9437,140000.0,0
9438,20000.0,2
9439,340000.0,2
9440,230000.0,-1
9441,120000.0,-1
9442,210000.0,0
9443,80000.0,0
9444,150000.0,-1
9445,130000.0,0
9446,20000.0,-1
9447,200000.0,0
9448,200000.0,-1
9449,80000.0,0
9450,80000.0,-1
9451,500000.0,-1
9452,50000.0,2
9453,200000.0,-1
9454,80000.0,0
9455,50000.0,0
9456,130000.0,0
9457,310000.0,-1
9458,190000.0,2
9459,100000.0,0
9460,230000.0,-1
9461,70000.0,0
9462,500000.0,0
9463,50000.0,2
9464,120000.0,1
9465,80000.0,0
9466,50000.0,0
9467,350000.0,0
9468,60000.0,0
9469,200000.0,-1
9470,50000.0,0
9471,90000.0,-2
9472,360000.0,-1
9473,440000.0,2
9474,170000.0,0
9475,190000.0,0
9476,290000.0,1
9477,210000.0,1
9478,20000.0,0
9479,400000.0,-2
9480,360000.0,1
9481,250000.0,1
9482,30000.0,0
9483,280000.0,0
9484,70000.0,2
9485,70000.0,0
9486,20000.0,0
9487,350000.0,-1
9488,200000.0,0
9489,90000.0,0
9490,100000.0,0
9491,50000.0,0
9492,280000.0,-2
9493,50000.0,1
9494,120000.0,-2
9495,100000.0,2
9496,130000.0,-1
9497,200000.0,0
9498,350000.0,0
9499,20000.0,0
9500,150000.0,0
9501,130000.0,0
9502,330000.0,0
9503,80000.0,0
9504,10000.0,3
9505,360000.0,1
9506,120000.0,0
9507,20000.0,0
9508,280000.0,-1
9509,100000.0,-2
9510,70000.0,0
9511,350000.0,-2
9512,50000.0,0
9513,470000.0,-1
9514,350000.0,0
9515,140000.0,0
9516,140000.0,0
9517,380000.0,-1
9518,50000.0,1
9519,260000.0,0
9520,20000.0,1
9521,190000.0,-1
9522,220000.0,5
9523,230000.0,0
9524,20000.0,0
9525,100000.0,0
9526,150000.0,-1
9527,320000.0,-1
9528,50000.0,0
9529,50000.0,0
9530,370000.0,0
9531,150000.0,-1
9532,200000.0,-1
9533,200000.0,-1
9534,30000.0,0
9535,200000.0,0
9536,200000.0,-2
9537,240000.0,0
9538,40000.0,2
9539,140000.0,0
9540,50000.0,0
9541,50000.0,0
9542,160000.0,-1
9543,140000.0,-1
9544,240000.0,0
9545,230000.0,-1
9546,200000.0,0
9547,50000.0,0
9548,360000.0,-1
9549,500000.0,1
9550,20000.0,1
9551,80000.0,2
9552,30000.0,-2
9553,80000.0,0
9554,30000.0,0
9555,200000.0,-2
9556,240000.0,0
9557,280000.0,0
9558,170000.0,-1
9559,100000.0,0
9560,70000.0,0
9561,110000.0,0
